name,marla,area_sqft,floor_number,total_floors,built_year,address,description,floor,floors_in_building,bedrooms,bathrooms,kitchens,servant_quarters,store_rooms,price,society,luxury_score,drawing_room,dining_room,lounge_or_sitting_room,laundry_room,study_room,prayer_room,powder_room,gym,steam_room,other_rooms
"2 BHK Hyde Park, Gulberg, Lahore, Punjab",6.8,1851.3,,,,"Hyde Park, Gulberg, Lahore, Punjab",1535 SQ. FT APPARTMENT AVAILABLE FOR SALE HOT LOCATION IN HYDE PARK LAHORE 2 BED ROOMS LARGE LIVING AND DINING AREA AMERICAN KITCHEN WITH PREP CENTRAL AC &AmpAmp; HEATING SYSTEM CAR PARKING SPACE AMENITIES :- CONFERENCE AND MEETING ROOMS BUSINESS CENTRE RETAIL AND CAFE ELEVATORS ROOF TOP SWIMMING POOL GYMNASIUM GAME ROOM KID'S PLAY AREA PARTY AREA EXTRA PARKING BAYS VERY NEAT AND CLEAN PEACEFUL ENVIRONMENT,,,1.0,1.0,1.0,,,34500000,Gulberg,107,1,1,1,1,1,1,1,0,1,0
"3 BHK Gulberg Grove Apartments, Gulberg 3, Gulberg, Lahore, Punjab",9.8,2668.05,,,,"Gulberg Grove Apartments, Gulberg 3, Gulberg, Lahore, Punjab","The property covers an area of 2200 Square Feet which is the perfect size for any family. You can find many property options for sale or rent in Lahore. At a price of Rs. 49500000 this property can be the best investment option in this Gulberg Grove Apartments. With property prices soaring, investing in Gulberg Grove Apartments seems to be a good idea. A Flat like this does not pop up too often. So, take our word and avail this once in a lifetime offer. Buying this property today can save you from future hassles. The salient features of this property are given below. The Flat has a study room that can easily be customized into a library, art room or an at-home office. The Flat has several mosques nearby that you can reach at a short walk. Thanks to central air conditioning, the temperature in the Flat is always maintained. The Flat has facilities for the differently-abled that helps them to navigate the space easily. The Flat features a steam room to help you evaporate your daily concerns. With a communal kitchen in the building, sharing meals can become easier. A dedicated space for washing, like a separate laundry room comes in handy, especially when you have a large load. Contact us now to get all the information you need.",,,3.0,4.0,1.0,0.0,1.0,49500000,Gulberg 3,106,1,1,1,1,1,1,1,1,1,0
"1 BHK Gulberg 3 - Block L, Gulberg 3, Gulberg, Lahore, Punjab",2.3,626.175,,14.0,2025.0,"Gulberg 3 - Block L, Gulberg 3, Gulberg, Lahore, Punjab","The spacious living area features floor-to-ceiling windows that flood the space with natural light, while the kitchen is equipped with stainless steel appliances and granite countertops. The master bedroom offers a peaceful oasis with a spa-like master bath and walk-in closet. Private Elevator Access Concealed HVAC System Noise and Weather Insulated Windows Corner Balconies Infinity Pool Health Bar Double-Height Entrance Lobby 24/7 Concierge Services Double-Height Club Floor Restaurant Business Centre Childrens Play Area Fully Equipped Gymnasium Spa Dedicated Cargo and Service Lift 24/7 Electricity Back-up Basement-level Car Parking Drivers Lounge Car Charging Stations Stackable Mechanical Parking Carwash Services for Residents Garbage Chutes on Every Floor For more details contact us.",,14.0,3.0,3.0,1.0,1.0,1.0,12900000,Gulberg 3,124,1,1,1,1,1,1,1,1,1,1
"2 BHK MM Alam Road, Gulberg, Lahore, Punjab",4.0,1089.0,8.0,10.0,2022.0,"MM Alam Road, Gulberg, Lahore, Punjab","Modern Urban Apartment in a Prime Gulberg Location - MM ALAM ROAD Live at one of Lahores most sought-after addresses with this well-designed apartment situated just off MM Alam Road. Offering a refined lifestyle in the center of the citys dining, shopping, and commercial district, this residence is perfect for anyone who values convenience, style, and an upscale environment. Key Features: Well-planned bedroom with comfortable layout Stylish living area with modern interior touches Contemporary kitchen fitted with quality accessories Premium bathroom with sleek fittings Bright, airy spaces with excellent ventilation Secure, well-managed building Fast, reliable elevators Reserved parking available Backup power ensuring smooth living Location Advantage: Positioned right near MM Alam Road, Gulbergs most vibrant stretch Surrounded by top restaurants, cafs, and entertainment spots Minutes away from Liberty Market, major malls, and shopping plazas Close to leading hospitals, banks, and business centers Excellent road connectivity to Main Boulevard, Canal Road, DHA & Ferozepur Road Who This Apartment Suits: Young professionals wanting a premium central address Investors looking for strong rental demand Individuals seeking modern living in a lively, upscale neighborhood",8.0,10.0,,,,,,22000000,Gulberg,134,1,1,1,1,1,1,1,1,1,0
"1 BHK MM Alam Road, Gulberg, Lahore, Punjab",1.8,490.05,7.0,9.0,2024.0,"MM Alam Road, Gulberg, Lahore, Punjab","Prime Location Apartment on MM Alam Road Modern Living in the Heart of Gulberg Experience high-end urban living with this beautifully designed apartment located right off MM Alam Road, one of Lahores most vibrant and upscale commercial corridors. Offering an exceptional blend of comfort and convenience, this residence is ideal for professionals, small families, and investors seeking a premium address. Apartment Features: Spacious bedroom and living area Modern open kitchen with quality fittings Stylish bathroom with premium fixtures Large windows providing natural light Secure building with controlled access High-speed elevators Reserved parking space Backup electricity for common areas Location Highlights (MM Alam Road): Located in Gulbergs most prestigious and lively area Walking distance to top restaurants, cafs, and shopping spots Near major malls including Xinhua Mall, Vogue Towers & Liberty Market Close to hospitals, banks, and corporate offices Quick access to Main Boulevard Gulberg, Ferozepur Road & DHA Ideal For: Professionals seeking a central and premium location Investors looking for high rental potential Anyone wanting modern, convenient, and stylish living",7.0,9.0,3.0,3.0,1.0,4.0,,13500000,Gulberg,111,1,1,1,1,1,0,1,1,1,0
"1 BHK MM Alam Road, Gulberg, Lahore, Punjab",1.4,381.15,22.0,22.0,2027.0,"MM Alam Road, Gulberg, Lahore, Punjab","Experience luxury apartment living in the heart of Gulberg, ideally located on the prestigious MM Alam Road, where modern design meets exceptional investment potential. This exclusive residence is crafted for those who seek refined urban living while securing strong, consistent returns. The apartment features spacious layouts, elegant interiors, and high-end finishes that reflect contemporary sophistication. Floor-to-ceiling windows invite natural light, creating a bright and serene living environment. A modern kitchen, stylish bathrooms, and thoughtfully designed living spaces offer both comfort and functionality, making it ideal for professionals, families, and expatriates. Beyond lifestyle, this property stands out as a high-yield investment opportunity, offering an impressive 12% rental gain in one of Lahores most in-demand neighborhoods. Gulbergs strong rental demand, premium location, and proximity to top restaurants, retail outlets, offices, and entertainment hubs ensure long-term rental income and capital appreciation. Residents benefit from secure access, dedicated parking, modern amenities, and seamless connectivity to the citys key destinations. Whether you are looking for an upscale home or a reliable income-generating asset, this luxury apartment delivers the perfect balance of prestige, comfort, and financial performance in Lahores most vibrant district.",22.0,22.0,,,,,,9000000,Gulberg,46,0,0,0,0,0,0,0,0,0,0
"1 BHK Gulberg 3, Gulberg, Lahore, Punjab",2.3,626.175,6.0,11.0,2026.0,"Gulberg 3, Gulberg, Lahore, Punjab","Nestled in the heart of Gulberg, this modern luxury residence is a perfect blend of elegance, comfort, and contemporary design. Located in one of the citys most prestigious and well-connected neighborhoods, the home offers both privacy and convenience, making it ideal for families and discerning homeowners. The residence features a striking architectural faade with clean lines, premium materials, and tasteful lighting that enhances its modern appeal. Inside, spacious interiors are thoughtfully designed with high ceilings, wide windows, and an open-plan layout that allows natural light to flow effortlessly throughout the home. The living and dining areas are finished with high-quality flooring and refined detailing, creating a warm yet sophisticated atmosphere. The kitchen is fully equipped with modern fittings, sleek cabinetry, and ample storage, making it both functional and stylish. Bedrooms are generously sized, offering comfort and tranquility, while the bathrooms feature elegant fixtures, contemporary tiling, and a spa-like finish. Each space is crafted to provide a sense of luxury without compromising practicality. Additional features include a beautifully designed staircase, smart lighting options, and provision for modern security systems. The outdoor areas, whether a terrace or landscaped space, provide a perfect setting for relaxation or entertaining guests. Situated close to top schools, shopping malls, restaurants, and main roads, this luxury residence in Gulberg offers an exceptional lifestyle. It is a perfect choice for those seeking modern living in a prime location with timeless appeal.",6.0,11.0,,,,,,13000000,Gulberg 3,123,1,1,1,1,1,1,1,1,1,0
"1 BHK CBD Punjab (PCBDDA), Main Boulevard Gulberg, Gulberg, Lahore, Punjab",2.0,544.5,33.0,,,"CBD Punjab (PCBDDA), Main Boulevard Gulberg, Gulberg, Lahore, Punjab","Live Above the Skyline! Experience elevated living in Pakistans tallest residential tower at CBD Punjab Business Bay. 420 ft. High | 33 Floors | 9-Kanal Mixed-Use Project 1, 2 & 3 Bedroom Apartments with Scenic City Views State-of-the-art construction Modern architecture with smart home features Located in Pakistans first-ever Central Business District CBD Punjab, Lahore The new downtown of the future! 100% Legal | CBD Approved | Investment-Safe Book your unit today for exclusive pre-launch offers!",33.0,,5.0,7.0,2.0,1.0,1.0,26600000,Gulberg,86,0,0,0,0,0,0,0,0,0,0
"2 BHK MM Alam Road, Gulberg, Lahore, Punjab",1.6,435.6,,,,"MM Alam Road, Gulberg, Lahore, Punjab","Turn Your Savings into a Monthly Income Stream! 12% Guaranteed Annual Rental Yield Earn PKR 241,970 Every Month. Located on Lahores Iconic MM Alam Road Perfect for investors seeking secure, hassle-free returns! Book your unit today and start earning immediately!",,,1.0,1.0,1.0,1.0,1.0,24200000,Gulberg,126,0,0,0,0,0,0,0,0,0,0
"2 BHK Gulberg 3, Gulberg, Lahore, Punjab",5.1,1388.475,,,2025.0,"Gulberg 3, Gulberg, Lahore, Punjab","Fully Furnished apartments , Gulberg 3, Lahore - Ground-plus-six-floor building - Prime location: Park facing in Gulberg, next to Firdous Market & near MM Alam Road - Introduces NYC-style double-height lofts to Lahores real estate market - Inspired by neoclassical design blended with modern architecture - Abundant natural light, elegant interiors & scenic balconies - Exclusive lifestyle with limited units ensuring privacy and security - Amenities include swimming pool, spa, gym, rooftop lounge, mini-cinema & community shops - 24/7 security, surveillance, disability-friendly access & private parking",,,,,,,,44800000,Gulberg 3,138,1,1,1,1,1,1,1,1,1,1
"1 BHK MM Alam Road, Gulberg, Lahore, Punjab",0.5,136.125,7.0,8.0,2024.0,"MM Alam Road, Gulberg, Lahore, Punjab","*Annual Rental 12% in Gulberg Limited Opportunity!* 3 Years easy installments plan Get 1% per month rental Apartment can be booked with 50%,75% and 100% Down payment What's on Offer? Features apartments that are being developed at par with international construction standards Amenities & Facilities The facilities at this Project are not only highly functional but also unmatched in luxury:(4 star Amenities) 24/7 Security, CCTV Surveillance Hi-speed lifts Lobby, Reception and Waiting Area Badminton Court Play Area Rooftop Seating Area Swimming Pool Gymnasium Spa & Sauna Spacious Car Parking Spacious Corridors, Ventilated Premise",7.0,8.0,3.0,4.0,1.0,,1.0,7751000,Gulberg,140,1,1,1,1,1,1,1,1,1,1
"1 BHK Gulberg, Lahore, Punjab",3.5,952.875,,,,"Gulberg, Lahore, Punjab","Experience Elevated Living Like Never Before Step into a world of luxury where every detail is designed for comfort, style, and convenience. This stunning residence features a spacious living area with floor-to-ceiling windows that bathe the interiors in natural light. The modern kitchen comes fully equipped with premium stainless steel appliances and elegant granite countertopsperfect for both everyday living and entertaining guests. Retreat to the serene master bedroom, your personal oasis complete with a spa-inspired en-suite bathroom and a generous walk-in closet. Available on Installments As well Unmatched Amenities & World-Class Features: Private Elevator Access for Ultimate Privacy Concealed HVAC System for Seamless Aesthetics Weather & Sound Insulated Windows for Year-Round Comfort Scenic Corner Balconies with Breathtaking Views Infinity Pool with Panoramic Cityscape Health Bar & Double-Height Club Floor Elegant Double-Height Entrance Lobby 24/7 Concierge & Guest Reception Services On-Site Fine Dining Restaurant & Business Centre Indoor Childrens Play Area Fully Equipped Fitness Center & Spa Facilities Dedicated Cargo and Service Lifts Uninterrupted Power Supply (24/7 Backup) Secure Basement-Level Parking Drivers Lounge for Extended Comfort EV Charging Stations for Modern Lifestyles Stackable Mechanical Parking for Maximum Space Efficiency Complimentary Car Wash Services for Residents Garbage Chute on Every Floor for Clean Convenience Dont miss the opportunity to live in one of the most prestigious addresses in the city. For more details or to schedule a private viewing, contact us today.",,,,,,,,12800000,Gulberg,107,1,1,1,1,1,1,1,1,1,0
